,Text,Language,lang_abbr,text_pp
9273,يمكنك فقط أن تقول لا تقلق.,Arabic,Ara,
9274,لا تقلق ولا تقلق مما يعني لا تقلق بشأنه.,Arabic,Ara,
9275,لا بأس.,Arabic,Ara,
9276,لا تقلق تخيل أنك عدت إلى المنزل وهناك جميع أصدقائك جالسين على أريكتك.,Arabic,Ara,
9277,وأنت مثل ما يحدث هنا مثل ماذا تفعل هنا ؟.,Arabic,Ara,
9278,ما الذي يحدث إذا لم تلتقط شيئًا أو لم تفهم الشخص الذي يمكنك دائمًا سؤاله هل فهمتك بشكل صحيح ؟.,Arabic,Ara,
9279,ثم انطلق وشرح من أين حصلت ، هل فهمتك بشكل صحيح ؟.,Arabic,Ara,
9280,إذا طلبت من شخص ما ألا ينزعج ولا يبكي ، يمكنك القول لا تأخذ الأمر على محمل الجد.,Arabic,Ara,
9281,لا تأخذ الأمر على محمل الجد على محمل الجد لا تنزعج ولا تأخذ الأمر على محمل الجد.,Arabic,Ara,
9282,طريقة أخرى للسؤال عما إذا لم تلتقط جزءًا من العبارة ، يمكنك القول إنني لم أفهم الكلمة الأخيرة.,Arabic,Ara,
9283,أنا آسف.,Arabic,Ara,
9284,هل يمكنك تكراره لأنني لم أفهم الكلمة الأخيرة إذا كان يريد من شخص ما أن يكرر العبارة بأكملها مرة أخرى.,Arabic,Ara,
9285,يمكنك أن تقول آسف.,Arabic,Ara,
9286,لم أكن أستمع لأنك ربما كنت مشغولاً.,Arabic,Ara,
9287,ربما كنت تتحدث على الهاتف وكان شخص ما يتحدث معك ، وأنت مثل.,Arabic,Ara,
9288,يا إلهي.,Arabic,Ara,
9289,آسف لم أكن أستمع.,Arabic,Ara,
9290,ممكن تكررها ؟.,Arabic,Ara,
9291,أنا آسف.,Arabic,Ara,
9292,لم أكن أستمع إلى عبارة أخرى أستخدمها طوال الوقت.,Arabic,Ara,
9293,لا يهم مثل لا تقلق إذا أسقطت قهوتك فوقي.,Arabic,Ara,
9294,يبدو الأمر كما لو أنه لا يهم.,Arabic,Ara,
9295,سأكون بخير.,Arabic,Ara,
9296,أنا' م ذاهب إلى الغسيل على أي حال.,Arabic,Ara,
9297,لا يهم إذا كنت ترغب في أن يحالف الحظ شخص ما.,Arabic,Ara,
9298,وأنا أفعل ذلك دائمًا ، يمكنك أن تقول إن الأصابع متقاطعة وأنت تتخطى الأصابع هكذا.,Arabic,Ara,
9299,تشابك الاصابع.,Arabic,Ara,
9300,"عبارة أخرى يستخدمها الأمريكيون هي ""يا سيئة"" التي تفسرها و.",Arabic,Ara,  
9301,الموقف هو أنك لم تحصل على شيء ثم تحصل على تأثير إضافي ، وتحصل عليه.,Arabic,Ara,
9302,وأنت مثل هذا ما يفسر ذلك.,Arabic,Ara,
9303,هناك طريقة أخرى لإخبار الشخص بأنه لا ينزعج ، وهي أن تقول أن الأشياء تحدث كما لو كانت على ما يرام.,Arabic,Ara,
9304,تحدث الأشياء فلا تنزعج إذا لم يكن لديك اسم شخص تريد التحدث معه.,Arabic,Ara,
9305,يمكنك أن تقول آسف لإزعاجك تعلم أنك ترى.,Arabic,Ara,
9306,شخص ما مشغول ، يمكنك دائمًا أن تقول آسف لإزعاجك ثم يمكنك المضي قدمًا والسؤال.,Arabic,Ara,
9307,آسف لإزعاجك.,Arabic,Ara,
9308,إذا كنت في وسط شيء ما في شخص ما ' أسألك شيئًا يمكنك قوله ، أنت في منتصف شيء ما وشخص ما يطلب منك شخص ما أن تفعل شيئًا تقوله ، أنا آسف.,Arabic,Ara,
9309,سأكون معك بعد دقيقة وسأكون معك ومن ثم تستأنف القيام بشيء ما وتقول أين كنا.,Arabic,Ara,
9310,مثل متى توقفنا عن مكان وجودنا وعليك تكراره لأنه الصوت الذي يخطئ به شخص ما.,Arabic,Ara,
9311,لذا فهذه طريقة رائعة للتدرب على أين كنا مرة أخرى إذا كنت في منتصف محادثة؟ ولم تفهم ما كان يقوله الشخص الآخر ، يمكنك أن تقوله بعلامة استفهام.,Arabic,Ara,
9312,ما يعني الذي يدفع الشخص للتكرار مرة أخرى؟ كنت تقول .,Arabic,Ara,
9313,إذا حصل شخص ما على وظيفة أحلامه في كل ما يمكنك قوله محظوظًا أو دخل أي شخص إلى الجامعة ، فإن أحلامه مثل محظوظ ، فهذه طريقة لتهنئة الشخص المحظوظ أو مجرد التأكيد على أنه محظوظ لك بطريقة أخرى إن كنت غاضبًا حقًا هو أن أقول إنني شعرت بالخوف كما لو كنت غاضبًا جدًا.,Arabic,Ara,
9314,أوه ، هذا جنوني تقريبًا.,Arabic,Ara,
9315,لقد أخافت عبارة أخرى يستخدمها المتحدثون الأصليون مفيدة لك ويمكن أن يكون هذا إيجابيًا وسلبيًا عندما تقول إنني حصلت على ترقية وإذا قالوا جيدًا لك ، فأحب التهنئة وأحيانًا إذا قلت أنني سأغادر هذا المكان.,Arabic,Ara,
9316,إنها جيدة بالنسبة لك ، سيكون أفضل بدونك وهذا معنى سلبي ، لذا استمع حقًا إلى التنغيم.,Arabic,Ara,
9317,إذا فاجئك شيء ما ، يمكنك أيضًا أن تقول إنه يجب أن تمزح معي مثل يا إلهي.,Arabic,Ara,
9318,لا أستطيع أن أصدق أنه يجب عليك أن تمزح لي أن تخبر أحدًا أن يبتسم ولكي تكون سعيدًا يمكنك دائمًا أن تقول ابتهج ابتهج.,Arabic,Ara,
9319,إذا كنت تريد شخصًا يبدو وكأنه يبكي ويشكو من شيء لا يحدث ، يمكنك أن تقول تعال ، هل يمكنك فعل ذلك أنا؟ هيا.,Arabic,Ara,
9320,يمكنك القيام بذلك ، يمكنك تمرير التوفل ، يمكنك تمرير gmat التي ستحصل عليها.,Arabic,Ara,gmat 
9321,يمكنك القيام بذلك إذا كان هناك شخص ما يقوم بعمل جيد حقًا ، يمكنك إخبارهم بمواصلة العمل الجيد ، واستمر في العمل الجيد مثل أن تكون جيدًا مثلك واستمر في العمل الجيد ، استمر في أن تكون عبارة أخرى عامية ، وهذا ما يفعله الأمريكيون قل.,Arabic,Ara,
9322,هذا مضاء مما يعني أن الكثير من الأمريكيين قالوا إن هذا مذهل في كاليفورنيا أوه هذا مضاء وربما سمعته في الأغاني التي يضيء إذا كان شخص ما ناجحًا بعد الفشل ، لذلك يمكنك أن تقول هناك تذهب ، أخبرتك أنك ستصل إلى هناك تذهب إذا سألك شخص ما إذا كنت متعبًا وتريد أن تقول أنك لست متعبًا على الإطلاق لا أستطيع أن أقول لا قليلا ناه.,Arabic,Ara,
9323,أريد أن أستمر ، لست متعبًا من ذلك عندما يسألك أحدهم ، هل أنت متأكد وأنت متأكد تمامًا من أنه لا يوجد مكان لذلك؟ لا يوجد مجال للشك في أمريكا إذا كنت تريد إرسال رسالة نصية إلى شخص ما أو إرسال رسالة تقولها نصًا إلى نص ، لذلك سأرسل لك رسالة نصية تعني أنني سأرسل لك رسالة عبر whatsapp أو برقية أو رسول مهما كان ما سأستخدمه أرسل لك رسالة نصية مرة أخرى لتشجيع شخص ما لتخبره ألا ينزعج ، يمكنك القول إن الأمر لا يستحق ذلك مثل لماذا تبكي؟ لا يستحق كل هذا العناء.,Arabic,Ara,whatsapp   
9324,"أنت أفضل بكثير من المشكلة التي تبكي عليها "" لا تستحق دموعك.",Arabic,Ara, 
9325,لا يستحق كل هذا العناء ، أنا شخصياً أحب العبارة التي تعني أنك رائع.,Arabic,Ara,
9326,يا إلهي.,Arabic,Ara,
9327,أنت صخرة لا ، لقد قمت بعمل رائع.,Arabic,Ara,
9328,إذا كان شخص ما لا يعمل بشكل جيد حقًا ، وتريد منه أن يعمل بجدية أكبر ، يمكنك أن تقول إنه يجب عليك أن تمضي مسافة إضافية مما يعني أنه مثل العمل بجدية أكبر ، يجب أن تقطع ميلًا إضافيًا.,Arabic,Ara,
9329,طريقة أخرى لقول نفس الشيء تمامًا يمكنك أن تقوله صعد لعبتك مثل العمل بجد والعمل بشكل أفضل تصعيد لعبتك.,Arabic,Ara,
9330,إذا كان هناك من يبكي ولا يريد ذلك.,Arabic,Ara,
9331,إنها تغرق وتقول إنها تجمع بين نفسك مثل خذ نفسك حرفيًا واجمع نفسك معًا ، توقف عن العمل ، توقف عن البكاء ، اجمع نفسك معًا.,Arabic,Ara,
9332,مهلا تهدئة نفسك معا عبارة أخرى.,Arabic,Ara,
9333,أحبك بعتني لأن الناس في بعض الأحيان يصفون رحلتهم أو شخص اشتروه ويصفون أنه جيد جدًا.,Arabic,Ara,
9334,وهم يشبهونني أريد أن أشتري نفس الشيء وأقول لهم إنك بعتني بعتني لن أشتري هذا جيدًا ، لقد بعتني إذا لم تكن مهتمًا بالمحادثة.,Arabic,Ara,
9335,أنت تحب الجلوس ، يمكنك القول أنني لا أستطيع أن أهتم كثيرًا ، فهذا ممل جدًا.,Arabic,Ara,
9336,أنا لست مهتم.,Arabic,Ara,
9337,لا يمكنني أن أقلل من اهتمامك إذا سألك أحدهم شيئًا وهذا قرار سهل حقًا بالنسبة لك كما يخبرك أحدهم بأنك تأخذ مليون دولار وتقول إن هذا أمر غير منطقي.,Arabic,Ara,
9338,أنا سأخذه.,Arabic,Ara,
9339,هذا أمر لا يحتاج إلى تفكير يعني أنه قرار سهل حقًا بالنسبة لك إذا كنت قد فعلت شيئًا خاطئًا وتعترف أنه يمكنك القول إنني أفسدت نعم يا رفاق.,Arabic,Ara,
9340,أنا أعلم.,Arabic,Ara,
9341,أنا آسف.,Arabic,Ara,
9342,انا ثمل.,Arabic,Ara,
9343,هذا هو خطأي.,Arabic,Ara,
9344,لقد أخفقت في الأمر إذا كنت تريد أن يعمل شخص ما بدلاً مني.,Arabic,Ara,
9345,هل يمكنك تغطيني مثل هل يمكنك العمل بدلاً مني بينما أنا م رؤية صديقي.,Arabic,Ara,
9346,هل يمكنك أن تغطيني لقد حان وقت المغادرة ، ومن الأفضل أن أذهب يا رفاق مما يعني أنني يجب أن أذهب بالفعل.,Arabic,Ara,
9347,أنت تعلم.,Arabic,Ara,
9348,إنها في الواقع الساعة 1 9 مساءً.,Arabic,Ara,
9349,الآن.,Arabic,Ara,
9350,من الأفضل أن أذهب بطريقة أخرى لأقول وداعًا.,Arabic,Ara,
9351,أستطيع أن أقول اعتني بنفسك ، مما يعني اعتني بنفسك سوف اراك لاحقا.,Arabic,Ara,
9352,اعتن بنفسك.,Arabic,Ara,
9353,لا أعرف ما هو اليوم الذي تشاهد فيه هذا الفيديو ، لكن إذا كان يوم الجمعة على سبيل المثال عطلة نهاية الأسبوع.,Arabic,Ara,
9354,يمكنك أن تقول الحمد لله هو يوم الجمعة أو تعتقد أن السماء قالت اكتشاف السبت نهاية الأسبوع.,Arabic,Ara,
9355,أنا سعيد جدًا لأن هذا كان عبارة عن 50 عبارة باللغة الإنجليزية ، أخبرني ما إذا كان هذا مفيدًا من خلال الإعجاب بهذا الفيديو والتعليق أدناه إذا كنت تعرف أي عبارات رائعة أخرى.,Arabic,Ara,
9356,سيكون ذلك رائعًا ، فهناك زر أحمر في مكان ما.,Arabic,Ara,
9357,أهلا ومرحبا.,Arabic,Ara,
9358,في هذا الفيديو سأعطيك 100 جملة شائعة ومفيدة للغاية يمكنك استخدامها في المحادثة.,Arabic,Ara,
9359,عندما تسمع جملة تدرب عليها بعدي.,Arabic,Ara,
9360,حاول نسخ النطق الخاص بي بما في ذلك نبرة الصوت التي أستخدمها بالضبط.,Arabic,Ara,
9361,حسنا لنبدأ.,Arabic,Ara,
9362,تحياتي الأساسية كيف الحال؟ كيف هي الأمور؟ ماذا تفعل؟ تشرفت بمقابلتك.,Arabic,Ara,
9363,وقت طويل لا رؤية.,Arabic,Ara,
9364,كيف كان حالك؟ عظيم شكرا.,Arabic,Ara,
9365,ماذا عنك؟ ليس كثيرا.,Arabic,Ara,
9366,المعتاد.,Arabic,Ara,
9367,علي أن أذهب.,Arabic,Ara,
9368,كان من دواعي سروري أن أراك لاحقًا.,Arabic,Ara,
9369,ابق على تواصل.,Arabic,Ara,
9370,طلب للحصول على معلومات.,Arabic,Ara,
9371,هل يمكن أن تخبرني ماذا تعني هذه الكلمة؟ هل تعرف أين توجد المكتبة؟ متردد.,Arabic,Ara,
9372,هذا سؤال جيد.,Arabic,Ara,
9373,دعنى ارى.,Arabic,Ara,
9374,دعني أفكر للحظة.,Arabic,Ara,
9375,يطلب التكرار.,Arabic,Ara,
9376,عفوا؟ آسف ، لم أفهم ذلك.,Arabic,Ara,
9377,"هل تمانع من تكرار ذلك؟ هل يمكنك التحدث ببطء أكثر ، من فضلك؟ قائلا ""لا أعرف"".",Arabic,Ara, 
9378,أخشى أنه ليس لدي فكرة.,Arabic,Ara,
9379,لا أستطيع مساعدتك هناك ، آسف.,Arabic,Ara,
9380,يضربني.,Arabic,Ara,
9381,الآراء.,Arabic,Ara,
9382,ما رأيك في ذلك؟ ما هي وجهة نظرك حول هذا؟ أعتقد أن هذه فكرة جيدة.,Arabic,Ara,
9383,بصراحة لا أعتقد أنها ستنجح.,Arabic,Ara,
9384,بقدر ما أشعر بالقلق ، هذا هو أفضل مطعم في المدينة.,Arabic,Ara,
9385,تجنب السؤال.,Arabic,Ara,
9386,ليس لدي رأي في الموضوع.,Arabic,Ara,
9387,اسمحوا لي أن نعود اليكم في هذا الشأن.,Arabic,Ara,
9388,ليس لدي الحرية في القول.,Arabic,Ara,
9389,الاتفاق والاختلاف.,Arabic,Ara,
9390,لا يمكن اقبل المزيد.,Arabic,Ara,
9391,أنت محق تماما.,Arabic,Ara,
9392,أتفق معك 100٪.,Arabic,Ara,
9393,كنت أصاب كبد الحقيقة على رأسه.,Arabic,Ara,
9394,لست متأكدا من موافق.,Arabic,Ara,
9395,أخشى أن أعارض.,Arabic,Ara,
9396,أعتقد أنك مخطئ.,Arabic,Ara,
9397,المقاطعة بأدب.,Arabic,Ara,
9398,اعتذر على مقاطعتك.,Arabic,Ara,
9399,هل يمكنني إيقافك هناك للحظة؟ هل تمانع إذا قفزت هنا؟ استمر.,Arabic,Ara,
9400,بالتأكيد استمر.,Arabic,Ara,
9401,دعني انتهي.,Arabic,Ara,
9402,انتظر لحظة.,Arabic,Ara,
9403,اقتراحات.,Arabic,Ara,
9404,ماذا تقول نذهب الى السينما ماذا عن تناول البيتزا على العشاء الليلة؟ هذا سيكون رائع.,Arabic,Ara,
9405,يبدو أمرا جيدا لي.,Arabic,Ara,
9406,لست متأكدا حيال ذلك.,Arabic,Ara,
9407,لا ، لا أعتقد ذلك.,Arabic,Ara,
9408,وضع خطط.,Arabic,Ara,
9409,ماذا ستفعل الليلة؟ هل لديك أي خطط للغد؟ هل انت متفرغ السبت القادم؟ هل تريد أن تفعل شيئًا في نهاية هذا الأسبوع؟ بالتأكيد ، ما الذي يدور في بالك؟ أنا متفرغ طوال عطلة نهاية الأسبوع ، فلنفعل شيئًا.,Arabic,Ara,
9410,لا ، آسف ، لقد جننت بالفعل بعض الخطط.,Arabic,Ara,
9411,أنا مشغول نوعا ما غدا.,Arabic,Ara,
9412,أحب أن أفعل شيئًا لكني لا أستطيع.,Arabic,Ara,
9413,الإذن.,Arabic,Ara,
9414,هل تمانع في استخدام هاتفك الخلوي؟ هل سيكون بخير لو أخذت يوم إجازة غدا؟ نعم ، من فضلك تأكد ، تفضل.,Arabic,Ara,
9415,لا على الاطلاق.,Arabic,Ara,
9416,لسوء الحظ ، يجب أن أقول لا.,Arabic,Ara,
9417,كنت أفضل لو لم تفعل.,Arabic,Ara,
9418,أخشى أن أفعل.,Arabic,Ara,
9419,تقديم الطلبات.,Arabic,Ara,
9420,هل يمكن أن يمرر لي الملح، من فضلك؟ هل تمانع في إقراضي بعض المال؟ كنت أتساءل عما إذا كان يمكنك مساعدتي في هذا.,Arabic,Ara,
9421,بالتأكيد لا مشكلة.,Arabic,Ara,
9422,نعم بالطبع.,Arabic,Ara,
9423,سأكون سعيدا للمساعدة.,Arabic,Ara,
9424,آسف ، لا أستطيع الآن.,Arabic,Ara,
9425,أخشى أنني لا أستطيع.,Arabic,Ara,
9426,يقدم عروض.,Arabic,Ara,
9427,هل أستطيع أن أحضر لك كوب ماء؟ ماذا عن بعض الآيس كريم؟ هل تريد مني أن أوصلك للمنزل؟ نعم من فضلك.,Arabic,Ara,
9428,ذلك سيكون رائعا، شكرا.,Arabic,Ara,
9429,أنا بخير ولكن شكرا على العرض.,Arabic,Ara,
9430,لا انا بخير شكرا شكر الناس.,Arabic,Ara,
9431,مليون شكرا.,Arabic,Ara,
9432,في صحتك أنا أقدر ذلك حقًا.,Arabic,Ara,
9433,هذا لطف كبير منك.,Arabic,Ara,
9434,لا أستطيع شكرك بما فيه الكفاية.,Arabic,Ara,
9435,لا شئ.,Arabic,Ara,
9436,لا تذكرها.,Arabic,Ara,
9437,في أي وقت.,Arabic,Ara,
9438,من دواعي سروري.,Arabic,Ara,
9439,يطلب من شخص ما الانتظار.,Arabic,Ara,
9440,هل يمكنك الانتظار لحظة من فضلك انتظر ثانية واحدة.,Arabic,Ara,
9441,اصبروا معي لحظة.,Arabic,Ara,
9442,سأكون على حق معك.,Arabic,Ara,
9443,الاعتذار.,Arabic,Ara,
9444,أنا حقا آسف لذلك.,Arabic,Ara,
9445,ارجو قبول اعتذارى.,Arabic,Ara,
9446,لا تقلق بشأن ذلك.,Arabic,Ara,
9447,لا داعى للقلق.,Arabic,Ara,
9448,حسنًا ، إذا كنت تريد المزيد من الدروس حول الجمل والعبارات الشائعة ، فأخبرني بذلك في قسم التعليقات أدناه.,Arabic,Ara,
9449,أيضًا إذا أعجبك هذا الفيديو ، فامنحه إعجابًا بالضغط على زر الإعجاب وتذكر الاشتراك في هذه القناة من خلال النقر على زر الاشتراك للحصول على أحدث دروسي هنا على youtube.,Arabic,Ara,youtube
9450,سعيد التعلم وسأراكم في درس آخر قريبا.,Arabic,Ara,
9451,الخبز الذهبي في قرية صغيرة عاشت امرأة اسمها ماريون.,Arabic,Ara,
9452,مع ابنتها الوحيدة ، كانت narcisa ماريون متواضعة للغاية ولطيفة ، ولكن كان العكس تمامًا كما ترى ، كانت جميلة بما يتجاوز الكلمات التي كانت تعيشها.,Arabic,Ara,narcisa  
9453,الدمية والجزء الأكثر إمتاعًا هو أنها أحببت نفسها بلا نهاية.,Arabic,Ara,
9454,ساعدني في خبز الخبز ، هاه بأي حال من الأحوال أمي الخادمات الطحين كل عيني المشرقة والمتألقة.,Arabic,Ara,
9455,narcisa ، هل ستساعدني في زرع هذه البذور ، فما الذي يجعلني أفعل ذلك ، ما الذي يجعل كل هذه الأوساخ على أصابعي الجميلة أسوأ ، ماذا لو كانت على وجهي جيدًا كانت هذه هي مشكلة Narcisa.,Arabic,Ara,narcisa
9456,لقد اعتقدت أنها أكبر من أن تقوم بأي عمل جاء العديد من الخاطبين لطلب يد النرجس للزواج.,Arabic,Ara,
9457,نظرًا لأن جمالها كان معروفًا على نطاق واسع لكنها رفضتهم جميعًا بوقاحة شديدة ، فلماذا طردت هؤلاء الرجال بعيدًا أمس بدوا لطيفين ، لا يمكنك أن تكون جادًا أمي واحد منهم.,Arabic,Ara,
9458,كان لديه عيون صغيرة مثل عصفور والآخر لديه أنف ضخم لا أريد أن أكون بالقرب منه عندما عطس أوه أوه والمحطة الأخيرة لا ، لا أريد أن أسمع أكثر من ذلك ، كل ما استطعت رؤيته هو أن هؤلاء الرجال كانوا لطفاء حقًا يا عزيزي ، يجب أن تعرف هذا الجمال.,Arabic,Ara,
9459,ليس كل شيء يا أم عليك أن تدرك أنني أستحق شخصًا مثل أمير أو فارس.,Arabic,Ara,
9460,يا عزيزتي ذات ليلة عندما كانت نائمة جلست والدتها بجانبها تراقبها.,Arabic,Ara,
9461,طفلي العزيز ، أنت جميلة ورائعة لكنك لا تهتم بأي شيء سوى جمالك.,Arabic,Ara,
9462,في تلك اللحظة بدأت النرجس بالضحك أثناء نومها كانت والدتها متفاجئة للغاية بمدى روعة حلمها المضحك في صباح اليوم التالي عندما كانت نرجس استيقظت كانت كل الابتسامات والضحكات هنا عزيزتي قل لي بماذا كنت تحلم.,Arabic,Ara,
9463,الليلة الماضية حسناً أمي ، لقد كان حلمًا رائعًا كما تعلم أن هناك هذا الأمير الذي جاء إلي.,Arabic,Ara,
9464,وقال إنه يريد أن يتزوجني لقد جاء في عربة ذهبية وكان يرتدي ملابس من أعلى إلى أسفل وذهب وكذلك يا له من حلم سخيف.,Arabic,Ara,
9465,وأنت تعرف أن أفضل جزء منه كان عندما كنت أرتدي فستان زفافي الذي كان من الذهب أيضًا بالطبع كان الجميع يحدق في أنا فقط ، لا يوجد شيء مدهش في هذا الحلم.,Arabic,Ara,
9466,لقد كان حلمًا مغرورًا جدًا يا أمي ، فأنت لا تعرف ما تقوله ، لقد جعلني الحلم أدرك أنني بحاجة إلى طعام أكبر بكثير من النوع الذي أتناوله هنا في المنزل ، خبز مصنوع من الذهب.,Arabic,Ara,
9467,مجرد التفكير في تلك الأم المسكينة النرجسية كانت قلقة للغاية بشأن ابنتها وكيف.,Arabic,Ara,
9468,كانت ستعيش حياتها في ذلك اليوم جاء صديقان لزيارة والدتهما النرجسية وهما ميلي وتيري ، كان الثلاثة منهم أصدقاء منذ زمن طويل ، لكن تيري وإيلي كان لديهما سر.,Arabic,Ara,
9469,كانوا كائنات سحرية شيئًا لم تعرفه والدة نارسيس شيئًا عن تيري ميلي ، من الجيد جدًا رؤيتك لقد مضى وقت طويل جدًا ' كيف حالك لقد كنت جيدًا جدًا ، كنت سأكون أفضل لو كانت ابنتي نرسيسا فقط أكثر تفهمًا قليلاً أخبرت ماريان ميلي وتيري كل شيء عن نارسيس وكيف كانت قلقة عليها تريد أن تأكل الخبز المصنوع من الذهب ماذا أفعل بها جيدًا ربما إذا تحقق حلمها سيكون ذلك رائعًا ، أليس كذلك جيدًا بغض النظر عن الوقت الذي أعتقد أنها ستنمو لتتعلم فلنتحدث عن شيء آخر.,Arabic,Ara,
9470,الآن لاحقًا في وقت لاحق ، لوح ميلي وتيري وداعًا لصديقهما القديم وذهبا مبتسمين لبعضهما البعض سرا في تلك الليلة كل من الأم وابنتها.,Arabic,Ara,
9471,استعدت للنوم يا أمي ، آمل حقًا أن يتحقق حلمي ، فأنت تعلم يا نارسسا في اليوم التالي حيث كانت نارسسا ووالدتها بالخارج في حديقتهم الجميلة.,Arabic,Ara,
9472,جاءت عربة ذهبية متجهة إليهم كانت مرصعة بالأحجار الكريمة والماس وتبدو مذهلة للغاية.,Arabic,Ara,
9473,عندما توقفت ، خرج منه رجل وسيم ونظر إلى نارسسا ، لقد فوجئت تمامًا بمدى وسيمه الذي كان حلمي يتحقق بالفعل.,Arabic,Ara,
9474,ما مرحباً جئت إلى هنا لأطلب الزواج من نرجس ولكن كيف تعرف اسمها ومن أنت.,Arabic,Ara,
9475,أنا مرعوب من ملاك الحظ السعيد اسم ابنتك وجمالها معروف في جميع أنحاء العالم هنا لقد أحضرت لك هدية ولكنك بالكاد تعرفه لا يمكنك الذهاب معه.,Arabic,Ara,
9476,يا سخيف ، إنه ثري ووسيم أكثر ما يمكن أن أريده أكثر من ذلك أنا أقبل اقتراحك.,Arabic,Ara,
9477,وبهذا دخلت عربته وبدون حتى أن تقول وداعًا لأمها انطلقت مع الملاك بينما كانوا يسافرون ، دخلت العربة فجأة إلى بوابة سحرية هناك ، سارت عبر منطقة عاصفة اصطدمت العربة حولها بشكل هائل ونرجسية.,Arabic,Ara,
9478,كنت خائفًا جدًا ، لا تقلق يا عزيزي ، فكل هذا سينتهي قريبًا تمامًا كما قال إن العربة مرت عبر بوابة أخرى ووصلت إلى الممر.,Arabic,Ara,
9479,من قلعة ذهبية ضخمة ورائعة ، كانت نارسيسا مندهشة من كل الجمال الذي رأته ، كنت أعرف أنني أستحق الكثير من الثروات ، كنت أعلم أنك ستعجبك أي شيء تريده ستجده هنا من أجمل الفساتين إلى ألذ الأطعمة كلها في قصري أتحدث جيدًا عن الطعام ، فأنا جائع حقًا بعد تلك الرحلة.,Arabic,Ara,
9480,أتضور جوعا هل يمكنني الحصول على أي من هذا الطعام اللذيذ بالطبع هنا ميليسا اللحم ذات الرائحة الكريهة ستحصل على كل ما تريد ، لقد سمعت الكثير عنك أنت يا مسكين عزيزي أنت جائع ، ألست تعال لنذهب إلى طاولة الطعام و سأحضر لك بعض الطعام ، شكرًا لك ، لقد ذهبوا إلى غرفة الطعام وكان هناك على الطاولة أكثر الأطعمة المدهشة التي شاهدها Narcisa على الإطلاق ، وهذا لأنه صنع المربيات.,Arabic,Ara,Narcisa 
9481,من الياقوت ، سلطات الزمرد والخبز الموجود هناك مصنوع من الخبز الذهبي الذهبي ، كم سيبدو هذا المربى جميلًا وطعمه الجميل مع الخبز الذي أخذت شريحة منه.,Arabic,Ara,
9482,مربى الياقوت عليها وأخذت قضمة كبيرة ، هذا حار جدًا ، لا يمكنني تناول هذا جيدًا ، إنه خبز مصنوع من الذهب والأفضل أيضًا ، لكن إذا لم تستطع تناوله ، فهل يجب أن أحضر لك خبزًا فضيًا فضيًا ، أليس كذلك؟ انت تأكل.,Arabic,Ara,
9483,شيء آخر ولكني أريد خبزًا عاديًا يمكنني تناوله ، أليس كذلك لديك هذا المظهر ، لذا فالزوجة المستقبلية لصدفة مولاي تكون باردة ، يجب عليك فقط تناول أفضل أنواع النرجس التي تنظر إليها جميع الأطعمة.,Arabic,Ara,
9484,لكن حزن القلب بسبب كل ما كان هناك غير صالح للأكل ، سرعان ما بدأت في البكاء لا أريد هذا ولكن الطعام جيد حقًا.,Arabic,Ara,
9485,هنا جرب بعض البطاطس الذهبية فهي جيدة حقًا وبعد أن تتزوجني.,Arabic,Ara,
9486,عليك أن تأكل كل هذا ، أعتقد أنك تحب الأشياء الفاخرة ، لا أريد أن أتزوجك أريد العودة إلى المنزل.,Arabic,Ara,
9487,إلى والدتي ، دعني أذهب إلى المنزل ميليسا ونظر تيرنس إلى بعضهما البعض وغمز بشكل جيد.,Arabic,Ara,
9488,إذا كان هذا هو ما تريده حقًا ، فسوف آخذك إلى المنزل ، حيث أخذ الفزع يبكي ويبكي.,Arabic,Ara,
9489,نارسيس في المنزل في العربة بدأت تفكر بعمق في الخيارات التي اتخذتها عندما وصلت إلى المنزل.,Arabic,Ara,
9490,ركضت لتعانق والدتها التي كانت جالسة في المنزل حزينة ولا أخت يا ابنتي الحلوة اعتقدت أنني لن أراك مرة أخرى.,Arabic,Ara,
9491,يا أمي ، أنا أحبك كثيرًا وكنت تبدو جيدًا والثروات ليست كل شيء كان الخبز الذهبي عديم الفائدة لأنني لم أستطع أكله والرجل رغم ذلك.,Arabic,Ara,
9492,لقد كان وسيمًا ولم يهتم بي على الإطلاق ولكن عزيزي هل تدرك أن هذه هي الطريقة التي تعاملت بها مع الآخرين وأنا أعلم أنني آسف جدًا للطريقة التي تصرفت بها أمي ، لا ، لا بأس بما أنك رأيت.,Arabic,Ara,
9493,ما هو خطأك ، فلنطعمك شيئًا لطيفًا من ذلك اليوم فصاعدًا.,Arabic,Ara,
9494,غيرت narcisa طرقها التي كافحت في البداية ولكن ببطء وصبر بدأت تصبح أجمل كثيرًا ذات يوم جاء ميلي وتيري لمقابلة ماريان مرة أخرى.,Arabic,Ara,narcisa  
9495,كيف' أخبرتهم النرجسية الآن ماريان بكل ما حدث وتغيرت كثيرًا منذ ذلك الوقت.,Arabic,Ara,
9496,هل أعتقد أنها لن تريد المزيد من الخبز الذهبي الآن ، هاه تعلمون.,Arabic,Ara,
9497,تيري تبدو في الواقع مثل هذا الملاك قليلاً على الرغم من أن ما أراه كيف يمكن أن تكونا له أنتما لطيفان للغاية,Arabic,Ara,
9498,".Wir sind alle auf der Suche nach schnellen Wegen, um fließender Englisch zu sprechen.",German,Ger,Wir sind alle auf der Suche nach schnellen Wegen um fliexdfender Englisch zu sprechen
